SA (m2/g),Dav (nm),VTot (cm3/g),C (wt%),O/C,(O+N)/C,pH,T (K),C0 (mg/L),SLR (g/L),Qe (mg/g)
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,6.4,5.579991817
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,0.8,19.68085106
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,1.6,18.22831424
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,3.2,10.2393617
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,7.64457174
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,6.4,5.784574468
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,1.578047264
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,2.277674129
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,1.966728856
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,0.80068408
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,3.443718905
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,2.899564677
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.065609453
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,2.277674129
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,2.355410448
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,2.277674129
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,2.899564677
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,2.977300995
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,3.521455224
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,3.910136816
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.143345771
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,2.044465174
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,2.199937811
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,2.433146766
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,2.821828358
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,1.811256219
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,3.832400498
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.065609453
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,3.987873134
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,3.46907994
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,3.242835596
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,3.921568627
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.751131222
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.67571644
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.751131222
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,3.092006033
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.826546003
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,3.318250377
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,3.619909502
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,3.996983409
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.600301659
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.600301659
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.67571644
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.826546003
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.826546003
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,3.770739065
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,3.996983409
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,3.393665158
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.449472097
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.449472097
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.901960784
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.826546003
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.901960784
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,4.558733087
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,4.712484625
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,5.327490775
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,5.0199877
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,5.481242312
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,5.250615006
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,5.481242312
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,5.558118081
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,4.558733087
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,5.0199877
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,4.866236162
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,5.096863469
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,4.635608856
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,5.481242312
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,5.481242312
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,5.558118081
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,4.481857319
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,4.635608856
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,4.789360394
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,5.096863469
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,5.173739237
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,4.789360394
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,5.327490775
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,5.63499385
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,5.895645029
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,6.511914544
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,6.443440153
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,6.648863325
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,7.059709669
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,7.19665845
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,7.26513284
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,6.169542591
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,6.03259381
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,6.511914544
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,7.059709669
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,6.991235278
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,6.854286497
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,6.854286497
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,7.19665845
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,7.19665845
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,6.306491372
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,6.306491372
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,6.785812106
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,6.922760887
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,6.991235278
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,7.059709669
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,6.580388935
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,7.26513284
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,0.5,4.8,3.513999243
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.653802497
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,2,4.8,4.568671964
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,3,4.8,5.807794173
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,5,4.8,6.772606886
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,7,4.8,8.39954597
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,0.5,4.8,3.419409762
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.370034052
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,2,4.8,4.095724555
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,3,4.8,5.996973137
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,5,4.8,8.569807037
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,7,4.8,8.872493379
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,0.5,4.8,2.946462353
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.275444571
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,2,4.8,5.041619372
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,3,4.8,5.713204692
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,5,4.8,7.623912221
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,7,4.8,8.39954597
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,0.5,4.8,2.887395201
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,5.030355594
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,2,4.8,7.364845331
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,3,4.8,9.482509396
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,5,4.8,12.70598439
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,7,4.8,15.85718416
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,0.5,4.8,2.959670425
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,5.030355594
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,2,4.8,7.075744435
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,3,4.8,9.265683724
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,5,4.8,12.48915872
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,7,4.8,14.4839549
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,0.5,4.8,2.598294305
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,5.030355594
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,2,4.8,7.292570107
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,3,4.8,9.482509396
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,5,4.8,12.41688349
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,7,4.8,15.13443192
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,0.5,4.8,3.010083037
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,5.100830368
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,2,4.8,8.096085409
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,3,4.8,10.79478055
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,5,4.8,18.26809015
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,7,4.8,24.25860024
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,0.5,4.8,3.306642942
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,5.693950178
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,2,4.8,7.799525504
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,3,4.8,11.98102017
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,5,4.8,17.37841044
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,7,4.8,23.66548043
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,0.5,4.8,3.306642942
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,4.507710558
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,2,4.8,8.392645314
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,3,4.8,10.79478055
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,5,4.8,18.27083333
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,7,4.8,24.25860024
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,0.5,4.8,3.744640943
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,7.174437299
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,2,4.8,11.82341908
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,3,4.8,15.4005895
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,5,4.8,19.40648446
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,7,4.8,25.35503751
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,0.5,4.8,3.811629153
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,7.040460879
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,2,4.8,12.35932476
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,3,4.8,15.66854234
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,5,4.8,20.61227224
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,7,4.8,24.01527331
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,0.5,4.8,3.878617363
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,7.107449089
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,2,4.8,11.75643087
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,3,4.8,16.47240086
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,5,4.8,21.0142015
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,7,4.8,25.75696677
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.065976218
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,308.15,1,4.8,3.394706559
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,318.15,1,4.8,3.394706559
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,288.15,1,4.8,3.910136816
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.353663214
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,308.15,1,4.8,3.58649789
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,318.15,1,4.8,3.394706559
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,288.15,1,4.8,3.754664179
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,3.394706559
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,308.15,1,4.8,3.58649789
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,318.15,1,4.8,3.490602225
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,288.15,1,4.8,4.355425056
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.215604027
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,308.15,1,4.8,4.452153802
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,318.15,1,4.8,3.097035794
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,288.15,1,4.8,4.145693512
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.215604027
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,308.15,1,4.8,4.307603354
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,318.15,1,4.8,4.005872483
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,288.15,1,4.8,4.5651566
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.42533557
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,308.15,1,4.8,5.030355594
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,318.15,1,4.8,4.075782998
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,288.15,1,4.8,5.887993863
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,5.63499385
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,308.15,1,4.8,4.929037208
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,318.15,1,4.8,5.024932873
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,288.15,1,4.8,5.983889528
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,5.481242312
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,308.15,1,4.8,4.353663214
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,318.15,1,4.8,4.257767549
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,288.15,1,4.8,5.31261987
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,5.481242312
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,308.15,1,4.8,4.737245876
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,318.15,1,4.8,5.120828539
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,288.15,1,4.8,7.151845638
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,6.973472669
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,308.15,1,4.8,6.452740492
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,318.15,1,4.8,6.73238255
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,288.15,1,4.8,7.081935123
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,6.906484459
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,308.15,1,4.8,6.872203579
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,318.15,1,4.8,6.872203579
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,288.15,1,4.8,6.73238255
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,6.839496249
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,308.15,1,4.8,6.522651007
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,318.15,1,4.8,6.73238255
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,2.345474614
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,1.56581741
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.516129032
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,5.887681159
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,1.793598234
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,3.158174098
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.784946237
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,5.887681159
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,2.621412804
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,3.158174098
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.247311828
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,5.887681159
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,5.170421722
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,5.588907947
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,5.530371714
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,6.362889984
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.881571346
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,5.231560892
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,5.681474766
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,6.294471812
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,4.881571346
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,5.231560892
408.7,4.63,0.336,78.79,0.042898845,0.068155857,7,298.15,1,4.8,5.681474766
408.7,4.63,0.336,78.79,0.042898845,0.078055591,7,298.15,1,4.8,6.294471812
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,5.481242312
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,6.342887473
472.92,6.25,0.658,75.05,0.046902065,0.083810793,7,298.15,1,4.8,6.935483871
